,Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,Missed Count
8869,133232,01/22/19,Trash - Curbside/Alley Missed Pickup,everyone missed when driver came back he didn't get them all and not even the one that called,205 Riverpoint Ct,37214.0,RED RIVER,1503,15.0,1773283.37872196,669218.381438022,True
8870,133278,01/22/19,Trash - Curbside/Alley Missed Pickup,CART STILL OUT,632 Cedarmont Dr,37013.0,RED RIVER,4403,31.0,1759254.89978662,619294.650354125,False
8871,133284,01/22/19,Trash - Backdoor,Missed backdoor and it is overflowing now.,232 fairway dr,37214.0,RED RIVER,2503,15.0,1766529.80007261,667304.801627706,True
8872,133286,01/22/19,Trash - Curbside/Alley Missed Pickup,Missed trash others missed on the street,109 Benson Rd,37214.0,RED RIVER,1503,15.0,1772604.19967722,669316.00149132,True
8873,133301,01/22/19,Trash - Curbside/Alley Missed Pickup,There was no trash pick-up for anyone on Blue Hills Court,110 Blue Hills Ct,37214.0,RED RIVER,1503,15.0,1765505.47218454,670114.49569344,False
8874,133304,01/22/19,Trash - Curbside/Alley Missed Pickup,This is the third time I have put my trash out there in the front of my house by the mailbox and  no one has pick up my trash,1628 Liberty Hill Dr,37115.0,RED RIVER,3414,8.0,1757115.39922499,705891.198464015,False
8875,133306,01/22/19,Trash - Curbside/Alley Missed Pickup,missed trash can.  Possibly placed too close to the mailbox.,1908 Sheridan Rd,37206.0,RED RIVER,1203,7.0,1756650.24191766,677778.554323643,True
8876,133322,01/22/19,Trash - Curbside/Alley Missed Pickup,missed for 2 weeks,3301 Gallatin Pike,37216.0,RED RIVER,1205,8.0,1751780.99183857,683683.79589104,True
8877,133332,01/22/19,Trash Collection Complaint,"cust says trash/truck would {NOT} emptied there dumpster, due to having re-model construction in dumpster. Wants dumpster to be emptied, nothing hanging out of dumpster. Dumpster of side of R-building. They pay high taxes and dumpster should be emptied. Contact person is Andy-615-292-7273 or Regan. At Woodmont Apt.
Wants a call back.",920 woodmont blvd,37204.0,METRO,4305,25.0,1737011.40070794,648138.200196819,False
8878,133340,01/22/19,Trash - Backdoor,cust says missed again,513 Mc Donald Dr,37217.0,RED RIVER,1402,16.0,1759547.53238933,649436.687001754,True
8879,133343,01/22/19,Trash - Curbside/Alley Missed Pickup,miss,2947 hillhurst dr,37207.0,,,2.0,1742189.05285453,690039.509601884,True
8880,133346,01/22/19,Trash - Curbside/Alley Missed Pickup,Trash keeps getting Missed- truck already came and gone. Dead End curbside.,906 Free Silver Rd,37207.0,,,2.0,1733244.53780487,682835.254938443,True
8881,133358,01/22/19,Trash - Curbside/Alley Missed Pickup,cart stays on alley,922 Main St,37206.0,,,6.0,1745582.59929238,671760.001268127,False
8882,133371,01/22/19,Trash - Curbside/Alley Missed Pickup,one can has black bags in it but it is not yard waste. I just ran out of white kitchen bags.,6216 Morrow Rd,37209.0,METRO,9302,20.0,1713089.00055372,667842.40052867,False
8883,133374,01/22/19,Trash - Curbside/Alley Missed Pickup,2 weeks trash/curbside needs to be emptied. Truck already come and gone they emptied neighbors. Tuesday.,1535 MCGAVOCK PIKE,37216.0,RED RIVER,1205,7.0,1757822.59946354,683711.199712301,False
8884,133380,01/22/19,Trash - Curbside/Alley Missed Pickup,cart still,3120 Country Way Rd,37013.0,RED RIVER,3501,29.0,1788881.79841675,635835.200324507,False
8885,133388,01/22/19,Trash - Curbside/Alley Missed Pickup,cust says one cart was picked up but not the other,509 Spring Garden Ct,37013.0,RED RIVER,3503,33.0,1790755.39939793,632840.001642148,False
8886,133390,01/22/19,Trash Collection Complaint,left a bag in bottom of cart,3119 Creekwood Dr,37207.0,RED RIVER,2202,3.0,1740874.4668735,691730.882789889,False
8887,133398,01/22/19,Trash - Backdoor,cart missed for 3 weeks wants a call as to why it is being missed,359 Willard Dr,37211.0,RED RIVER,3405,30.0,1760646.59995051,636174.40102091,True
8888,133399,01/22/19,Trash Collection Complaint,cust is elderly and needs the cart placed back on the slab that it was originally set out on and not placed on their backwards. it is difficult for the cust to turn the cart around if placed facing the wrong direction,3001 Hillhurst Dr,37207.0,RED RIVER,2201,2.0,1741712.20815177,690544.807126187,False
8889,133415,01/22/19,Trash - Curbside/Alley Missed Pickup,Trash man has not picked up our trash in 3 weeks. Two weeks he just didn?t do mine. One week he did not so the entire street.,4833 HIGHLANDER CV,37013.0,RED RIVER,4504,28.0,1774281.757176,628711.957997427,False
8890,133417,01/22/19,Trash Collection Complaint,"Caller says his trash has been missed for 3 weeks straight. He has bags of trash in his car, in his driveway, inside the trash cart that have not been picked up as they should have been. Caller states he didn't learn about this number until recently. Caller needs trash in bags on ground to be picked up.  Please service asap!",4833 Highlander Cove,37013.0,RED RIVER,4504,28.0,1774281.757176,628711.957997427,True
8891,133433,01/22/19,Trash - Curbside/Alley Missed Pickup,CARTS STILL OUT ON ENTIRE STREET,108 Benson Rd,37214.0,RED RIVER,1503,15.0,1772594.80951527,669402.554300868,False
8892,133440,01/22/19,Trash - Curbside/Alley Missed Pickup,missed,429 Parmley Ln,37207.0,RED RIVER,3201,3.0,1727332.13912789,697272.881691122,True
8893,133442,01/22/19,Trash - Curbside/Alley Missed Pickup,cust says missed,817 Gibson Dr,37115.0,RED RIVER,3214,8.0,1755924.19870679,700129.998674061,True
8894,133445,01/22/19,Trash - Curbside/Alley Missed Pickup,Missed.,4211 Murfreesboro Pike,37086.0,RED RIVER,4210,33.0,1794044.47136434,617115.3154127,True
8895,133447,01/22/19,Trash - Backdoor,Trash- Missed Backdoor pickup,1531 linden ave,37212.0,METRO,9403,18.0,1734428.12010429,654138.354817848,True
8896,133451,01/22/19,Trash - Curbside/Alley Missed Pickup,missed 2 weeks in a row,3257 Knobview Dr,37214.0,RED RIVER,1503,15.0,1770410.10320018,669967.792544872,True
8897,133453,01/22/19,Trash - Curbside/Alley Missed Pickup,cust says missed again,1930 Riverwood Dr,37216.0,RED RIVER,1204,7.0,1758746.59837844,684088.798210104,True
8898,133458,01/22/19,Trash - Backdoor,backdoor miss,209 Belding Dr,37214.0,RED RIVER,1505,14.0,1776678.59918919,672348.001117273,True
8899,133468,01/22/19,Trash - Curbside/Alley Missed Pickup,miss,600 Burgundy Dr,37115.0,RED RIVER,3212,8.0,1750232.00019139,701913.999508616,True
8900,133469,01/22/19,Trash - Curbside/Alley Missed Pickup,No trash pickup for my block.,1508 Saunders Ave,37115.0,RED RIVER,3212,8.0,1752669.79854023,696005.799756376,False
8901,133472,01/22/19,Trash - Curbside/Alley Missed Pickup,NO TRASH PICKED UP IN NEIGHBORHOOD,2328 Golden Oak Ct,37115.0,RED RIVER,2204,8.0,1752164.91840485,695270.089570777,False
8902,133473,01/22/19,Trash - Curbside/Alley Missed Pickup,Missed trash pickup- caller states missed last week also,108 Queens Ln,37218.0,,,1.0,1714661.00120037,686279.999764,True
8903,133475,01/22/19,Trash - Curbside/Alley Missed Pickup,cust says a few others in the subdivision were missed,2105 Golden Oak Ln,37115.0,RED RIVER,2204,8.0,1752446.28989507,695359.100047477,True
8904,133477,01/22/19,Trash - Curbside/Alley Missed Pickup,I don?t believe anyone in this area had their trash picked up.,124 Rhine Dr,37115.0,RED RIVER,3212,8.0,1750202.39994861,702525.99971505,False
8905,133479,01/22/19,Trash - Backdoor,Ha to call every week because her trash is not collected. She is tired of having call and bug everyone just to get her trash picked up.,4104 Edwards Ave,37216.0,,,8.0,1751184.59809746,689040.399007345,False
8906,133480,01/22/19,Trash - Curbside/Alley Missed Pickup,cust says the street,3828 Lunn Dr,37218.0,RED RIVER,3203,1.0,1718357.67953153,687871.665308886,False
8907,133481,01/22/19,Trash - Curbside/Alley Missed Pickup,MISSED,3809 Round Rock Dr,37013.0,RED RIVER,4210,33.0,1794728.19957402,620635.201599264,True
8908,133483,01/22/19,Trash - Curbside/Alley Missed Pickup,"Cart was out at, 5am in same location as last 5yrs",2105 Golden Oak Ln,37115.0,RED RIVER,2204,8.0,1752446.28989507,695359.100047477,False
8909,133490,01/22/19,Trash - Curbside/Alley Missed Pickup,MISSED,212 Hodge Cir,37218.0,RED RIVER,3203,1.0,1718752.9997871,688494.398299385,True
8910,133493,01/22/19,Trash - Curbside/Alley Missed Pickup,miss,6108 Firelight Trail,37013.0,RED RIVER,4210,33.0,1795965.21823658,618635.070908596,True
8911,133497,01/22/19,Trash - Curbside/Alley Missed Pickup,missed trash,2821 DICKERSON PIKE,37207.0,RED RIVER,2201,8.0,1743707.99903835,687461.599347782,True
8912,133504,01/22/19,Trash - Curbside/Alley Missed Pickup,"Many on our street and in Oakland Acres neighborhood were not picked up. A neighbor called and was told it would be picked up by 5:00 pm, but it was not picked up.",301 Freda Villa,37115.0,RED RIVER,3212,8.0,1754533.19902328,696889.999909128,False
8913,133508,01/22/19,Trash - Curbside/Alley Missed Pickup,This is the second time they have not picked up,3238 Hinkle Dr,37218.0,RED RIVER,4204,1.0,1721558.05762255,674460.841870693,False
8914,133512,01/22/19,Trash - Curbside/Alley Missed Pickup,This is week 2 that our trash was not picked up. Last week it was thursday before they picked it up. Have you changed our pick up day and not notified homeowners. Please reply,308 W Lincoln Park,37115.0,RED RIVER,3212,8.0,1748991.0556727,704528.582087034,False
8915,133524,01/23/19,Trash - Curbside/Alley Missed Pickup,"In cul-de-sac, I think whole street missed",1210 Littonwood Dr,37216.0,RED RIVER,2203,7.0,1756600.39972056,690146.398158235,True
8916,133571,01/23/19,Trash - Curbside/Alley Missed Pickup,cart still out,4906 Inglewood Ct,37216.0,RED RIVER,2203,7.0,1755624.7987513,691807.399387793,False
8917,133573,01/23/19,Trash - Curbside/Alley Missed Pickup,got only one side of street,Queens Ln,37218.0,RED RIVER,3203,1.0,1714590.75839958,686127.550777468,False
8918,133574,01/23/19,Trash - Curbside/Alley Missed Pickup,missed again {Tuesday} curb.,3210 Whites Creek Pike,37207.0,RED RIVER,3201,3.0,1726433.00133006,691919.199221808,True
8919,133583,01/23/19,Trash - Curbside/Alley Missed Pickup,"The Whole street missed trash pickup Tuesday, curbside.",4608 Log Cabin Rd,37216.0,RED RIVER,2203,7.0,1757823.59873639,690521.598401191,True
8920,133593,01/23/19,Trash - Curbside/Alley Missed Pickup,2 trash/carts missed for Tuesday's. Having trouble since Metro took over. Has to keep calling every time in order to get cart emptied. Curb. calls every week,1212 S Graycroft Ave,37115.0,RED RIVER,3212,8.0,1751690.00062498,697466.000569009,True
8921,133608,01/23/19,Trash - Backdoor,Missed backdoor pickup,4350 Enchanted Cir,37218.0,RED RIVER,3203,1.0,1715370.08521665,684714.081819825,True
8922,133611,01/23/19,Trash - Curbside/Alley Missed Pickup,"Caller upset trash left her trash, carts not getting emptied. They would not get off to pickup carts after carts blew over. Curb out on time for Wednesday's pickup. Wants carts emptied today.",6216 Bresslyn Rd,37205.0,RED RIVER,1304,23.0,1707413.00015232,647504.80170003,False
8923,133631,01/23/19,Trash - Curbside/Alley Missed Pickup,Missed the entire street,1310 Howard Ave,37216.0,RED RIVER,2205,7.0,1754835.38111269,684230.398141469,True
8924,133652,01/23/19,Trash - Curbside/Alley Missed Pickup,It appears none of the carts were picked up in our neighborhood yesterday,4909 Log Cabin Rd,37216.0,RED RIVER,2203,7.0,1756498.79840592,691900.39904087,False
8925,133663,01/23/19,Trash - Curbside/Alley Missed Pickup,cart still out,1816 Jo Johnston Ave,37203.0,METRO,9208,21.0,1731459.40116315,666013.600610184,False
8926,133674,01/23/19,Trash - Curbside/Alley Missed Pickup,cart still out,1242 Riverwood Dr,37216.0,RED RIVER,2203,7.0,1757003.59939098,687925.998049459,False
8927,133683,01/23/19,Trash - Curbside/Alley Missed Pickup,cart is full,1007 Alice St B,37218.0,RED RIVER,3202,2.0,1729387.98175354,681789.991789416,False
8928,133698,01/23/19,Trash - Curbside/Alley Missed Pickup,"Tuesday missed trash, check for others curb.",1206 Littonwood Dr,37216.0,RED RIVER,2203,7.0,1756399.39944907,690167.198863637,True
8929,133772,01/23/19,Trash - Curbside/Alley Missed Pickup,"Tuesday missed curb, others missed",4903 Log Cabin Rd,37216.0,RED RIVER,2203,7.0,1756459.99891662,691602.1982128,True
8930,133773,01/23/19,Trash - Curbside/Alley Missed Pickup,Missed trash. whole street missed,4909 Log Cabin Rd,37216.0,,,7.0,1756498.79840592,691900.39904087,True
8931,133784,01/23/19,Trash - Curbside/Alley Missed Pickup,cust says the street was missed,312 Wellington Ct,37115.0,RED RIVER,3212,8.0,1753427.37796062,696853.998383817,True
8932,133791,01/23/19,Trash - Curbside/Alley Missed Pickup,cust says there is a continuous miss on this street,12552 Old Hickory Blvd,37013.0,RED RIVER,4510,33.0,1789722.59846757,620280.000664669,True
8933,133805,01/23/19,Trash - Curbside/Alley Missed Pickup,Missed trash- whole street missed,4713 Log Cabin Rd,37216.0,,,7.0,1756614.74967448,691207.671439245,True
8934,133813,01/23/19,Trash Collection Complaint,Trash cart is being left in the street and blocking her driveway  need to set back where it is being picked up CALL HER UPSET CAUSE SHE HAS HER KIDS IN CAR AND TRAFFIC IS UNSAFE,1930 Castleman Dr,37215.0,,,25.0,1728640.20114339,642991.200992332,False
8935,133823,01/23/19,Trash - Curbside/Alley Missed Pickup,trash carts were knocked over by trash truck and need to come back,1008 Battlefield Dr,37204.0,RED RIVER,4305,25.0,1735749.80191196,649482.200417368,False
8936,133830,01/23/19,Trash - Curbside/Alley Missed Pickup,"trash miss last week, curb side. Wednesday's pickup.",2812 White Oak Dr,37215.0,RED RIVER,2305,25.0,1728733.84557795,651370.971747305,True
8937,133837,01/23/19,Trash - Curbside/Alley Missed Pickup,missed 2 carts...carts are placed on log cabin road...others in area missed...,4101 Brush Hill Rd,37216.0,RED RIVER,2203,7.0,1758265.79972943,690473.999374515,True
8938,133840,01/23/19,Trash - Curbside/Alley Missed Pickup,Tuesday missed curbside.,709 Tuckahoe Dr,37115.0,RED RIVER,3212,8.0,1748723.59880961,703055.198787778,True
8939,133841,01/23/19,Trash - Curbside/Alley Missed Pickup,need to come back they only got one trash cart,838 Clayton Ave,37204.0,RED RIVER,4301,17.0,1737446.42243968,650916.376946974,False
8940,133848,01/23/19,Trash - Curbside/Alley Missed Pickup,"Appears that all of Westmont was missed, no trash was collected on the entire street",701 Cantrell Ave,37215.0,RED RIVER,2303,24.0,1722695.40030212,652058.401024451,True
8941,133850,01/23/19,Trash - Curbside/Alley Missed Pickup,trash/miss Wednesday. Others were pickup,764 Newberry Rd,37205.0,RED RIVER,1305,23.0,1706260.40718388,654977.211728185,True
8942,133855,01/23/19,Trash - Curbside/Alley Missed Pickup,"Tuesday missed again, 2 weeks in row. Curb",39 Waters Ave,37206.0,RED RIVER,1202,6.0,1754098.59844019,675328.00095848,True
8943,133859,01/23/19,Trash - Curbside/Alley Missed Pickup,No comment besides it wasn't picked up,6215 Robertson Ave,37209.0,RED RIVER,4203,20.0,1710756.15751454,665055.958849653,False
8944,133869,01/23/19,Trash - Curbside/Alley Missed Pickup,The wind blew our trash cart into the driveway ditch.  I understand that the crew didn't have time to pull out our cart or others on our street that were also blown over.  Can we get a pickup before next Wed?  Thank you.  Fleda Anderson,4102 Lone Oak Rd,37215.0,RED RIVER,3305,25.0,1729764.48006183,645497.709738282,False
8946,133874,01/23/19,Trash - Curbside/Alley Missed Pickup,Please pick up curb side trash,4610 Shys Hill Rd,37215.0,RED RIVER,3303,34.0,1728971.2453988,639958.783848415,False
8947,133883,01/23/19,Trash - Curbside/Alley Missed Pickup,cart still out get all on street,1200 Richmond Dr,37216.0,RED RIVER,2203,7.0,1756036.59810452,690947.79915604,False
8948,133894,01/23/19,Trash - Curbside/Alley Missed Pickup,trash was outside at 6:30 AM.  the 2 cans are still there (usual pickup time is 7:00AM),3801 Woodlawn Dr,37215.0,RED RIVER,2304,24.0,1722957.00004117,652857.601643221,False
8949,133895,01/23/19,Trash - Curbside/Alley Missed Pickup,missed hers and neighbors,2907 sharon hill cir,37215.0,,,25.0,1729914.4481613,652259.474509996,True
8950,133899,01/23/19,Trash - Curbside/Alley Missed Pickup,missed... others in area missed,89 Riverpoint Pass,37214.0,RED RIVER,1503,15.0,1773181.83083379,669295.671730352,True
8951,133903,01/23/19,Trash Collection Complaint,Caller states that truck's arm threw the carts down after emptying them Caller also states trash truck was speeding through neighborhood.,3001 Westmoreland Dr,37212.0,METRO,9301,18.0,1727549.00112451,654907.201286993,False
8952,133904,01/23/19,Trash - Curbside/Alley Missed Pickup,cust says missed,2522 Alameda St,37208.0,METRO,9303,21.0,1727561.84524349,668207.210312716,True
